,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
640,Improvement to RFB of river Badanadi between RD 7500 M to 8000 M near village Nuagada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"10,45,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_55,Open Tender,Works,Nil,Nil,"888,270",17-Mar-2023,"INR 888,270",NA,NA,Ganjam,Ganjam,'NUAGADA',SURADA,,NUAGADA,GANJAM,GANJAM
641,Improvement to RFB of River Badanadi D/S of Bijupattnaik Chaka(road work).,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,77,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_4,Open Tender,Works,Nil,Nil,"830,591",30-Dec-2022,"INR 830,591",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
642,Improvement to RFB of river Badanadi form RD 8800 M to 10400 M near village Khukundia.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"11,40,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_57,Open Tender,Works,Nil,Nil,"968,342",10-Mar-2023,"INR 968,342",NA,NA,Ganjam,Ganjam,'KHUKUNDIA',BELLAGUNTHA,,,GANJAM,GANJAM
643,Improvement to RFB of river Badanadi from RD 11000 M to 11500 M near village Bangarada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"10,69,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_29,Open Tender,Works,Nil,Nil,"908,349",16-Mar-2023,"INR 908,349",NA,NA,Ganjam,Ganjam,'BANGARADA',SANAKHEMUNDI,,BANGARADA,GANJAM,GANJAM
644,Improvement to RFB of river Badanadi from RD 12000 M to 12500 M near village Ambapua.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"13,78,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_34,Open Tender,Works,Nil,Nil,"1,171,094",16-Mar-2023,"INR 1,171,094",NA,NA,Ganjam,Ganjam,'AMBAPUA',BELLAGUNTHA,,AMBAPUA,GANJAM,GANJAM
645,Improvement to RFB of river Badanadi from RD 5400 M to 6000 M near village Dahimunduli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"11,40,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_26,Open Tender,Works,Nil,Nil,"884,252",16-Mar-2023,"INR 884,252",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
646,Improvement to RFB of River Badanadi from village Khukundia,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to RFB of River Badanadi from village Khukundia,"20,32,290",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_18,Open Tender,Works,Nil,Nil,"1,727,650",23-Jan-2023,"INR 1,727,650",NA,NA,Ganjam,Ganjam,'KHUKUNDIA',BELLAGUNTHA,,,GANJAM,GANJAM
647,Improvement to RFB of River Badanadi near village Nirala.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,57,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_2,Open Tender,Works,Nil,Nil,"798,809",30-Dec-2022,"INR 798,809",NA,NA,Ganjam,Ganjam,'NIRALA',ASKA,,,GANJAM,GANJAM
649,Improvement to RFB of River Baghua near village Haridapadar.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,99,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_34,Open Tender,Works,Nil,Nil,"849,420",03-Jan-2023,"INR 849,420",NA,NA,Ganjam,Ganjam,'HARIDAPADAR',ASKA,,HARIDAPADAR,GANJAM,GANJAM
650,Improvement to RFB of river Bodanadi from RD 1704 M to 1874 M near village Naada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"8,44,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_50,Open Tender,Works,Nil,Nil,"843,044",26-Feb-2023,"INR 843,044",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
651,Improvement to RFB of river Bodanadi from RD 6300 M to 6550 M near village Kandarasingi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"5,90,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_56,Open Tender,Works,Nil,Nil,"589,210",28-Feb-2023,"INR 589,210",NA,NA,Ganjam,Ganjam,'KANDARASINGI',JAGANNATHPRASAD,,,GANJAM,GANJAM
652,Improvement to RFB of river Bodanadi from RD 6570 M to 6790 M near village Kandarsingi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"6,66,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_25,Open Tender,Works,Nil,Nil,"665,372",05-Feb-2023,"INR 665,372",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
653,Improvement to RFB of river Bodanadi from RD 6796 M to 6980 M near village Kandarsingi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"6,38,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_33,Open Tender,Works,Nil,Nil,"637,918",05-Feb-2023,"INR 637,918",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
654,Improvement to RFB of river Bodanadi from RD 6980 M to 7180 M near village Kandarsingi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"5,73,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_48,Open Tender,Works,Nil,Nil,"572,880",26-Feb-2023,"INR 572,880",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
655,Improvement to RFB of river Bodanadi from RD 8730 M to 9080 M near village Pandripada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"7,10,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_30,Open Tender,Works,Nil,Nil,"709,635",05-Feb-2023,"INR 709,635",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
656,Improvement to RFB of river Bodanadi from RD 9090 M to 9416 M near village Pandiapada,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"7,84,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_23,Open Tender,Works,Nil,Nil,"783,894",02-Feb-2023,"INR 783,894",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
657,Improvement to RFB of river Bodanadi from RD 9420 M to 9730 M near village Pandripada.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"8,09,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_28,Open Tender,Works,Nil,Nil,"808,475",05-Feb-2023,"INR 808,475",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
658,Improvement to RFB of river Bodanadi from RD 9730 M to 9960 M near village Tentulia.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"6,14,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_53,Open Tender,Works,Nil,Nil,"613,226",27-Feb-2023,"INR 613,226",NA,NA,Ganjam,Ganjam,'TENTULIA',JAGANNATHPRASAD,,,GANJAM,GANJAM
659,Improvement to RFB of river Bodanadi near village Kandrasingi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Improvement to nalla,"6,37,000",Civil Works - Canal,,e-BNID-02/2022-23,2022_CEBMB_77732_33,Open Tender,Works,Nil,Nil,"643,068",20-Dec-2022,"INR 643,068",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
660,Improvement to RFB of river Bodanadi near village Rauti from RD 00 to 300 M.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"6,75,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_38,Open Tender,Works,Nil,Nil,"674,141",05-Feb-2023,"INR 674,141",NA,NA,Ganjam,Ganjam,'RAUTI',JAGANNATHPRASAD,,RAUTI,GANJAM,GANJAM
661,Improvement to RFB of River Jorou near village Sarabadi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,66,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_14,Open Tender,Works,Nil,Nil,"820,864",31-Dec-2022,"INR 820,864",NA,NA,Ganjam,Ganjam,'SARABADI',SURADA,,SARABADI,GANJAM,GANJAM
662,Improvement to RFB of river Loharakhandi near village Gamundi from RD 2000 M to 2165.20 M.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"5,72,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_52,Open Tender,Works,Nil,Nil,"571,343",27-Feb-2023,"INR 571,343",NA,NA,Ganjam,Ganjam,'GAMUNDI',BHANJANAGAR,,,GANJAM,GANJAM
663,Improvement to RFB of River Loharakhandi near village Kushapalli D/S (construction of sluice),Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o SE, Bhanjanagar Irr. Division,Bhanjanagar",Improvement to RFB of River Loharakhandi near village Kushapalli D/S (construction of sluice),"9,60,379",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_1,Open Tender,Works,Nil,Nil,"816,418",22-Jan-2023,"INR 816,418",NA,NA,Ganjam,Ganjam,'KUSHAPALLI',JAGANNATHPRASAD,,,GANJAM,GANJAM
664,Improvement to RFB of River Loharakhandi near village Kushapalli U/S(consutruction of sluice),Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to RFB of River Loharakhandi near village Kushapalli U/S(consutruction of sluice),"9,60,379",Civil Works - Others,,e-BNID-08/2022-23,2022_CEBMB_82808_6,Open Tender,Works,Nil,Nil,"816,418",22-Jan-2023,"INR 816,418",NA,NA,Ganjam,Ganjam,'KUSHAPALLI',JAGANNATHPRASAD,,,GANJAM,GANJAM
665,Improvement to RFB of River Nandini near Chature Project.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,99,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_42,Open Tender,Works,Nil,Nil,"849,956",05-Jan-2023,"INR 849,956",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
666,Improvement to RFB of river Nandini near village Bakilikana.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"11,96,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_1,Open Tender,Works,Nil,Nil,"1,016,441",25-Dec-2022,"INR 1,016,441",NA,NA,Ganjam,Ganjam,'BAKILIKANA',SHERAGADA,,,GANJAM,GANJAM
669,Improvement to RFB of river Nandini near village Dengapadar.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"14,43,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_2,Open Tender,Works,Nil,Nil,"1,226,678",25-Dec-2022,"INR 1,226,678",NA,NA,Ganjam,Ganjam,'DENGAPADAR',BELLAGUNTHA,,DENGAPADAR,GANJAM,GANJAM
670,Improvement to RFB of river Nandini near village Kirtipur.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RVN Basin, Berhampur",Restoration to river Embankment,"18,45,000",Civil Works - Others,,e- BNID-05/ 2021-22,2021_CEBMB_70921_2,Open Tender,Works,Nil,Nil,"1,567,644",29-Mar-2023,"INR 1,567,644",NA,NA,Ganjam,Ganjam,'KIRTIPUR',HINJILICUT,,,GANJAM,GANJAM
672,Improvement to RFB of river of Rushikulya near village Sundarapalli,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"18,11,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_11,Open Tender,Works,Nil,Nil,"1,539,513",26-Dec-2022,"INR 1,539,513",NA,NA,Ganjam,Ganjam,'SUNDARAPALLI',DHARAKOTE,,,GANJAM,GANJAM
674,Improvement to RFB of River Rushikulya D/S of village Sundarapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,74,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_18,Open Tender,Works,Nil,Nil,"827,355",31-Dec-2022,"INR 827,355",NA,NA,Ganjam,Ganjam,'SUNDARAPALLI',DHARAKOTE,,,GANJAM,GANJAM
675,Improvement to RFB of River Rushikulya from Kalasandhapur to Cheramaria(road work).,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,77,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_23,Open Tender,Works,Nil,Nil,"830,782",02-Jan-2023,"INR 830,782",NA,NA,Ganjam,Ganjam,"'KALASANDHAPUR', 'CHERAMARIA'",ASKA,,KALASANDHAPUR,GANJAM,GANJAM
676,Improvement to RFB of River Rushikulya near D/S of village Singipur Primary School.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,71,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_9,Open Tender,Works,Nil,Nil,"825,133",30-Dec-2022,"INR 825,133",NA,NA,Ganjam,Ganjam,'SINGIPUR',JAGANNATHPRASAD,,SINGIPUR,GANJAM,GANJAM
678,Improvement to RFB of River Rushikulya near Stadium U/S of village Kalasandhapur.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,71,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_19,Open Tender,Works,Nil,Nil,"824,889",02-Jan-2023,"INR 824,889",NA,NA,Ganjam,Ganjam,'KALASANDHAPUR',ASKA,,KALASANDHAPUR,GANJAM,GANJAM
679,Improvement to RFB of river Rushikulya near village Baradabilli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"13,58,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_16,Open Tender,Works,Nil,Nil,"1,154,011",26-Dec-2022,"INR 1,154,011",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
680,Improvement to RFB of river Rushikulya near village Cheramaria.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"12,40,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_12,Open Tender,Works,Nil,Nil,"1,053,693",26-Dec-2022,"INR 1,053,693",NA,NA,Ganjam,Ganjam,'CHERAMARIA',ASKA,,,GANJAM,GANJAM
681,Improvement to RFB of River Rushikulya near village G. Damodapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,74,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_21,Open Tender,Works,Nil,Nil,"827,341",02-Jan-2023,"INR 827,341",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
682,Improvement to RFB of River Rushikulya near village Hanumandwar.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,71,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_22,Open Tender,Works,Nil,Nil,"826,281",02-Jan-2023,"INR 826,281",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
683,Improvement to RFB of river Rushikulya near village Kalasandhapur,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,78,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_14,Open Tender,Works,Nil,Nil,"830,761",26-Dec-2022,"INR 830,761",NA,NA,Ganjam,Ganjam,'KALASANDHAPUR',ASKA,,KALASANDHAPUR,GANJAM,GANJAM
684,Improvement to RFB of river Rushikulya near village Mundamarai.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"13,89,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_17,Open Tender,Works,Nil,Nil,"1,180,656",26-Dec-2022,"INR 1,180,656",NA,NA,Ganjam,Ganjam,'MUNDAMARAI',DHARAKOTE,,MUNDAMARAI,GANJAM,GANJAM
686,Improvement to RFB of river Rushikulya near village Pankalabadi.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,77,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_13,Open Tender,Works,Nil,Nil,"829,801",26-Dec-2022,"INR 829,801",NA,NA,Ganjam,Ganjam,'PANKALABADI',BUGUDA,,,GANJAM,GANJAM
687,Improvement to RFB of River Rushikulya near village Podapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,72,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_17,Open Tender,Works,Nil,Nil,"826,204",31-Dec-2022,"INR 826,204",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
688,Improvement to RFB of river Rushikulya near village Pudugeswarapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"15,66,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_19,Open Tender,Works,Nil,Nil,"1,330,859",26-Dec-2022,"INR 1,330,859",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
689,Improvement to RFB of River Rushikulya near village Sunapalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,74,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_20,Open Tender,Works,Nil,Nil,"827,569",02-Jan-2023,"INR 827,569",NA,NA,Ganjam,Ganjam,'SUNAPALLI',ASKA,,SUNAPALLI,GANJAM,GANJAM
690,Improvement to RFB of River Rushikulya near village Suramani Patna.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,66,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_12,Open Tender,Works,Nil,Nil,"820,678",31-Dec-2022,"INR 820,678",NA,NA,Ganjam,Ganjam,'SURAMANI',BELLAGUNTHA,,SURAMANI,GANJAM,GANJAM
691,Improvement to RFB of River Rushikulya near village Talapatana.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,78,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_15,Open Tender,Works,Nil,Nil,"830,833",31-Dec-2022,"INR 830,833",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
692,Improvement to RFB of River Rushikulya near village Thakurani Temple of Bharatpalli.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"9,65,000",Civil Works - Others,,e-BNID-06/2022-23,2022_CEBMB_79650_16,Open Tender,Works,Nil,Nil,"819,949",31-Dec-2022,"INR 819,949",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
693,Improvement to right bank of river Nandini near village Khaspa.,Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o C.E.-B.M, RBVN Basin, Berhampur",Restoration and protection of River Embankment,"15,05,000",Civil Works - Others,,e-BNID-04/2022-23,2022_CEBMB_78504_3,Open Tender,Works,Nil,Nil,"1,279,061",25-Dec-2022,"INR 1,279,061",NA,NA,Ganjam,Ganjam,'KHASPA',SHERAGADA,,,GANJAM,GANJAM
697,"Improvement to right minor from RD 2000 M to 2600 m, Centre minor from RD 1800 M to 2500 M and from RD 1850 M to 2850 M of left minor of Daha Irrigation Project (Center Minor).",Bhanjanagar,761126,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","O/o CE n BM, RVN Basin, Berhampur",Restoration of Embankment,"6,22,000",Civil Works - Others,,e-BNID-01/ 2021-22,2021_CEBMB_68091_69,Open Tender,Works,Nil,Nil,"590,297",13-Mar-2023,"INR 590,297",NA,NA,Ganjam,Ganjam,,,,,GANJAM,GANJAM
