,tender_title,location,Pincode,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,tender_externalreference,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,tender_district_externalReference,tender_district_title_description,tender_district_location,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,gp,tender_block_location,BLOCK_FINALISED
341,Construction of RCC Drain from Lalu Behera Shop to Culvert at Titilagarh Road in Ward No-06,"EXECUTIVE OFFICER,NAC KESINGA",766012,Municipal Bodies||Kesinga NAC,"EXECUTIVE OFFICER, NAC KESINGA",Construction of RCC Drain from Lalu Behera Shop to Culvert at Titilagarh Road in Ward No-06,"13,39,375",Civil Works - Others,,KSNG-NAC-03/2022-23,2022_ORULB_80259_2,Open Tender,Works,Nil,Nil,"1,339,375",25-Feb-2023,"INR 1,339,375",NA,NA,Kalahandi,Kalahandi,'BEHERA',DHARAMAGARH,,BEHERA,KANIHA,KANIHA
833,Providing paver block at Dam Top Road of Ret Irrigation Project,"Ret Dam,Kuttingpadar,Narla Block,Kalahandi",766002,CCE Ret Irr. Project Bhawanipatna||CCE Ret Irrigation Project||Ret Dam Division Kuttingpadar,"Superintending Engineer,Ret Dam Division,Kuttingpa",Paver work,"92,82,895",Civil Works - Roads,,SERDD-01/2022-23,2023_RIPB_85398_1,Open Tender,Works,Nil,Nil,"7,891,389",16-Feb-2023,"INR 7,891,389",NA,NA,Kalahandi,Kalahandi,,,,,KANIHA,KANIHA
1051,Sl-2 Construction of Dhoskhola Check Dam over Local Nalla near village Koksur in Lanjigarh Block of Kalahandi District for the Year 2022-23,Lanjigarh,766027,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||EE K.M.I. Division Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",Construction of Dhoskhola Check Dam over Local Nalla near village Koksur in Lanjigarh Block of Kalahandi District for the Year 2022-23,"23,62,163",Civil Works - Others,Construction of New Check Dam,SEMIDKLD/16 of 22-23,2023_CEMIB_86297_2,Open Tender,Works,Nil,Nil,2008075,31-Mar-2023,INR 2008075.0,NA,Kalahandi,Kalahandi,Kalahandi,'LANJIGARH',LANJIGARH,,LANJIGARH,LANJIGARH,LANJIGARH
1052,Sl-3 Construction of Dhadel Check Dam over Kechbandha Nalla near village Dhadel in Lanjigarh Block of Kalahandi District for the Year 2022-23,Lanjigarh,766027,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||EE K.M.I. Division Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",Construction of Dhadel Check Dam over Kechbandha Nalla near village Dhadel in Lanjigarh Block of Kalahandi District for the Year 2022-23,"28,72,777",Civil Works - Others,Construction of New Check Dam,SEMIDKLD/16 of 22-23,2023_CEMIB_86297_3,Open Tender,Works,Nil,Nil,2442148,31-Mar-2023,INR 2442148.0,NA,Kalahandi,Kalahandi,Kalahandi,'LANJIGARH',LANJIGARH,,LANJIGARH,LANJIGARH,LANJIGARH
353,Construction of road and drain at Police Colony at Sundara Sahi in W. No.-10,Khordha Municipality,752055,Municipal Bodies||Khordha Municipality,EO Chamber,Construction of road and drain at Police Colony at Sundara Sahi in W. No.-10,"8,70,586",Civil Works - Others,,KMPLTY/07/2021-22,2022_ORULB_75418_6,Open Tender,Works,Nil,Nil,"740,085",03-Aug-2022,"INR 740,085",NA,NA,Khordha,Khordha,,,,,LANJIGARH,LANJIGARH
359,Construction of road and drain from Bula Behera house to R.K. Pattanaik house at Ghasi sahi in W. No.-12,Khordha Municipality,752055,Municipal Bodies||Khordha Municipality,EO Chamber,Construction of road and drain from Bula Behera house to R.K. Pattanaik house at Ghasi sahi in W. No.-12,"6,91,985",Civil Works - Others,,KMPLTY/06/2021-22,2021_ORULB_73154_19,Open Tender,Works,Nil,Nil,"588,256",03-Aug-2022,"INR 588,256",NA,NA,Khordha,Khordha,,,,,LANJIGARH,LANJIGARH
362,Construction of road and drain Gaya Prasad house in W. No.-09,Khordha Municipality,752055,Municipal Bodies||Khordha Municipality,EO Chamber,Construction of road and drain Gaya Prasad house in W. No.-09,"8,25,970",Civil Works - Others,,KMPLTY/07/2021-22,2022_ORULB_75418_5,Open Tender,Works,Nil,Nil,"702,157",02-Aug-2022,"INR 702,157",NA,NA,Khordha,Khordha,,,,,LANJIGARH,LANJIGARH
399,Construction of US protection wall in leading channel and guard wall DS of Nandunalla MIP (Head work ) in Tangi Block of Khordha District under Critical Grant 2022-23.,Khordha,752056,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||KHURDA",EE MI Division Khordha,Construction of US protection wall in leading channel and guard wall DS of Nandunalla MIP (Head work ) in Tangi Block of Khordha District under Critical Grant 2022-23.,"13,36,000",Civil Works - Others,,EE MID KHD 07 /2021-22,2022_CEMIB_76407_9,Open Tender,Works,Nil,Nil,"1,136,111",17-May-2022,"INR 1,336,444.075",NA,Khordha,Khordha,Khordha,'TANGI',KHORDHA,,TANGI,KHORDHA,KHORDHA
699,Improvement to road and drain from Bhabaani Young Club to Mangala Temple in W. No.-07,Khordha Municipality,752055,Municipal Bodies||Khordha Municipality,EO Chamber,Improvement to road and drain from Bhabaani Young Club to Mangala Temple in W. No.-07,"7,41,137",Civil Works - Others,,KMPLTY/07/2021-22,2022_ORULB_75418_2,Open Tender,Works,Nil,Nil,"630,041",03-Aug-2022,"INR 630,041",NA,NA,Khordha,Khordha,,,,,KHORDHA,KHORDHA
700,Improvement to road and drain from Bhagabata Ghara to Mangala Temple in Ward No.-04,Khordha Municipality,752055,Municipal Bodies||Khordha Municipality,EO Chamber,Improvement to road and drain from Bhagabata Ghara to Mangala Temple in Ward No.-04,"10,04,546",Civil Works - Others,,KMPLTY/07/2021-22,2022_ORULB_75418_1,Open Tender,Works,Nil,Nil,"853,965",02-Aug-2022,"INR 853,965",NA,NA,Khordha,Khordha,,,,,KHORDHA,KHORDHA
866,Renovation of Hansua Drain from US of Begunia VRB at RD 57.52Km to Rankei VRB at RD 64.09Km under DIP,Renovation of Hansua Drain from US of Begunia VRB,754103,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Renovation of Hansua Drain from US of Begunia VRB at RD 57.52Km to Rankei VRB at RD 64.09Km under DIP,"3,43,31,556",Civil Works - Others,,SEDC-CTC / DDJSPR -12/2021-22,2021_CEDC_72447_1,National Competitive Bid,Works,Nil,Nil,"29,185,255",26-Apr-2022,"INR 29,185,255",NA,Khordha,Khordha,Khordha,'BEGUNIA',BEGUNIA,,BEGUNIA,BEGUNIA,BEGUNIA
85,Construction Of 20 Nos Recharge Shafts in Tanks Ponds in Korei Block Of Jajpur District,GWD Division Cuttack New Zobra,753003,Ground Water Survey and Investigation,CUTTACK,Construction Of 20 Nos Recharge Shafts in Tanks Ponds in Korei Block Of Jajpur District,"42,13,000",Civil Works - Others,,01/GWCTC/ARUA/2022-23,2022_GWSI_82357_1,National Competitive Bid,Works,Deputy Director Geology Cuttack,Cuttack,"4,213,248",05-Dec-2022,"INR 4,213,248",NA,NA,Cuttack,Cuttack,,,,,BEGUNIA,BEGUNIA
256,Construction of Ghantipada-I Checkdam in Tangi-Choudwar Block under Checkdam Scheme for the year 2022-23.,TANGI-CHOUDWAR,754022,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MI DIVISION, CUTTACKK",Construction of Ghantipada-I Checkdam in Tangi-Choudwar Block under Checkdam Scheme for the year 2022-23.,"44,92,735",Civil Works - Others,,SECMID_11/2022-23,2023_CEMIB_85014_1,Open Tender,Works,Nil,Nil,"4,506,743",13-Feb-2023,"INR 3,819,274",NA,Cuttack,Cuttack,Cuttack,,TANGI CHOUDWAR,,,TANGI CHOUDWAR,TANGI CHOUDWAR
393,Construction of Tinimuhani Checkdam in Tangi-Choudwar Block under Checkdam Scheme for the year 2022-23.,TANGI-CHOUDWAR,754022,"CE,Minor Irrigation,BBSR||SECMIC-BHUBANESWAR||CUTTACK","SE,MI,DIVISION,CUTTACK",Construction of Tinimuhani Checkdam in Tangi-Choudwar Block under Checkdam Scheme for the year 2022-23.,"58,00,003",Civil Works - Others,,SECMID_12/2022-23,2023_CEMIB_85019_3,Open Tender,Works,Nil,Nil,"5,818,088",23-Feb-2023,"INR 4,930,583",NA,Cuttack,Cuttack,Cuttack,,TANGI CHOUDWAR,,,TANGI CHOUDWAR,TANGI CHOUDWAR
544,Improvement to Dhania Nalla Drainage Channel and its link drains of Narasinghpur Block in Cuttack District,Improvement to Dhania Nalla Drainage Channel and i,753003,"CE,Drainage,Cuttack||SE,Drainage,Cuttack",Additional Chief Engineer Drainage Circle Cuttack,Improvement to Dhania Nalla Drainage Channel and its link drains of Narasinghpur Block in Cuttack District,"4,25,54,447",Civil Works - Others,,SEDC-CTC/DDCTC-22/2021-22,2021_CEDC_73351_1,National Competitive Bid,Works,Nil,Nil,"36,175,536",25-Apr-2022,"INR 36,175,536",NA,Cuttack,NA,Cuttack,'NARASINGHPUR',NARASINGHPUR,,,NARASINGHPUR,NARASINGHPUR
720,Installation of Recharge Shafts and Monitoring Station at 08 Locations in Jajpur Block and 07 locations in Dasarathpur Block of Jajpur District,"Deputy Director Geology, GWD Division Cuttack",753003,Ground Water Survey and Investigation,CUTTACK,Installation of Recharge Shafts and Monitoring Station at 08 Locations in Jajpur Block and 07 locations in Dasarathpur Block of Jajpur District,"26,85,722",Civil Works - Others,,06/GWDCTC/ARUA/2022-23,2022_GWSI_84612_1,Open Tender,Works,Nil,Nil,"2,378,456",04-Feb-2023,"INR 2,378,456",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
728,Installation of Recharge Shafts and Monitoring Station at 20 Locations under Korei Block of Jajpur District Part-A,Deputy Director Geology GWD Division Cuttack,753003,Ground Water Survey and Investigation,CUTTACK,Installation of Recharge Shafts and Monitoring Station at 20 Locations under Korei Block of Jajpur District Part-A,"42,13,000",Civil Works - Others,,03/GWCTC/ARUA/2022-23,2022_GWSI_83570_1,Open Tender,Works,Nil,Nil,"4,423,910.09",06-Jan-2023,"INR 4,423,910.09",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
729,"Installation of Recharge Shafts and Monitoring Station in 03 blocks i.e Pattamundai, Kujanga, Cuttack sadar, 07 nos each of Kendrapada Jagatsinghpur and Cuttack district respectively","Deputy Director, Geology GWD Division, Cuttack",753003,Ground Water Survey and Investigation,CUTTACK,"Installation of Recharge Shafts and Monitoring Station in 03 blocks i.e Pattamundai, Kujanga, Cuttack sadar, 07 nos each of Kendrapada Jagatsinghpur and Cuttack district respectively","37,78,477",Civil Works - Others,,07/GWDCTC/ARUA/2022-23,2022_GWSI_84793_1,Open Tender,Works,Nil,Nil,"3,506,426",14-Feb-2023,"INR 3,506,426",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
754,"Net work Improvement (installation of isolation valve, Air valve sluice valve, pipe laying valve chamber) for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-5 at Bidanasi Ward No-1 (P) and 2(P) CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Net work Improvement (installation of isolation valve, Air valve sluice valve, pipe laying valve chamber) for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-5 at Bidanasi Ward No-1 (P) and 2(P) CMC, Cuttack under SUJAL","86,99,957",Civil Works - Water Works,,WATCO(W)-04(1)/2022-23 Dtd.18.05.2022,2022_WCUTT_77946_1,National Competitive Bid,Works,Nil,Nil,"8,003,960",01-Aug-2022,"INR 8,003,960",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
755,"Network Improvement (installation of isolation valve, Air valve, sluice valve, chamber) for Implementation of Drink from Tap with 24 x 7 water supply to Pratapnagari Ward No.58 and 56 (P) (DMA-III) CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement (installation of isolation valve, Air valve, sluice valve, chamber) for Implementation of Drink from Tap with 24 x 7 water supply to Pratapnagari Ward No.58 and 56 (P) (DMA-III) CMC, Cuttack under SUJAL","50,11,562",Civil Works - Water Works,,WATCO(W)-05(1)/2022-23 Dtd.20.05.2022,2022_WCUTT_78040_1,National Competitive Bid,Works,Nil,Nil,"4,661,254",29-Jul-2022,"INR 4,661,254",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
756,"Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24 x 7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24 x 7 water supply to Gopalpur Ward No. 57, CMC, Cuttack under SUJAL","60,83,181",Civil Works - Water Works,,WATCO(W)-05(5)/2022-23 Dtd.20.05.2022,2022_WCUTT_78046_1,National Competitive Bid,Works,Nil,Nil,"5,475,471",16-Jul-2022,"INR 5,475,471",NA,Cuttack,Cuttack,Cuttack,'GOPALPUR',KANTAPADA,,GOPALPUR,NARASINGHPUR,NARASINGHPUR
757,"Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41(227KL) at Khapuria Ward No. 50 CMC, Cuttack",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24 x 7 water supply to Zone No.41(227KL) at Khapuria Ward No. 50 CMC, Cuttack","48,63,630",Civil Works - Water Works,,WATCO(W)-07(4)/2022-23 Dt-21.06.2022,2022_WCUTT_79273_1,National Competitive Bid,Works,Nil,Nil,"4,134,572",01-Aug-2022,"INR 4,134,572",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
758,"Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24x7 water supply to Zone No.29 (600KL) at Badambadi ward No-44(P)CMC,Ctc",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o- General Manager, WATCO Division, Cuttack","Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber, House Connection Work) for Implementation of Drink from Tap with 24x7 water supply to Zone No.29 (600KL) at Badambadi ward No-44(P)CMC,Ctc","14,08,501",Civil Works - Water Works,,WATCO(W)-09(4)/2022-23 Dt-30.06.2022,2022_WCUTT_79595_1,National Competitive Bid,Works,Nil,Nil,"1,197,367",22-Aug-2022,"INR 1,197,367",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
759,"Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber) for Implementation of Drink from Tap with 24x7 water supply to Zone No- 8(850KL) at Krushak Bazar Ward No-7,Ward No-1(P),6(P) CMC, Ctc SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement (Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber) for Implementation of Drink from Tap with 24x7 water supply to Zone No- 8(850KL) at Krushak Bazar Ward No-7,Ward No-1(P),6(P) CMC, Ctc SUJAL","41,99,606",Civil Works - Water Works,,WATCO(W)-09(11)/2022-23 Dt-30.06.2022,2022_WCUTT_79604_1,National Competitive Bid,Works,Nil,Nil,"3,780,066",01-Nov-2022,"INR 3,780,066",NA,NA,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
760,"Network Improvement (Installation of Isolation Valve,Air Valve,Sluice Valve, pipe laying,valve chamber)for Implementation of Drink from Tap with 24x7 water supply to Zone No-11 at Gorakabar 700KL W.No. 8P,9P,16P CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement (Installation of Isolation Valve,Air Valve,Sluice Valve, pipe laying,valve chamber)for Implementation of Drink from Tap with 24x7 water supply to Zone No-11 at Gorakabar 700KL W.No. 8P,9P,16P CMC, Cuttack under SUJAL","46,52,802",Civil Works - Water Works,,WATCO(W)- 10(3)/2022-23 Dt-25.07.2022,2022_WCUTT_80156_1,National Competitive Bid,Works,Nil,Nil,"4,187,987",26-Sep-2022,"INR 4,187,987",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
761,"Network Improvement Installation of Isolation Valve, Air Valve, Sluice valve, Pipe laying, Valve Chamber, for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-4 at CDA ward No.4 and ward No-5(P), CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement Installation of Isolation Valve, Air Valve, Sluice valve, Pipe laying, Valve Chamber, for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-4 at CDA ward No.4 and ward No-5(P), CMC, Cuttack under SUJAL","54,47,354",Civil Works - Water Works,,WATCO (W) - 03(1) /2022-23 Dtd.10.05.2022,2022_WCUTT_77762_1,National Competitive Bid,Works,Nil,Nil,"4,885,825",26-Jul-2022,"INR 4,885,825",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
762,"Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-2(750KL) at CDA Ward No. 3(P) CMC, Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber for Implementation of Drink from Tap with 24 x 7 water supply to Zone No-2(750KL) at CDA Ward No. 3(P) CMC, Cuttack under SUJAL","58,68,025",Civil Works - Water Works,,WATCO(W)-07(15)/2022-23 Dt-21.06.2022,2022_WCUTT_79293_1,National Competitive Bid,Works,Nil,Nil,"5,281,809",29-Jul-2022,"INR 5,281,809",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
763,"Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber for Implementation of Drink from Tap with 24x7 water supply to Zone No-34(750KL) at Badambadi to WNo.36P and 37 CMC,Cuttack under SUJAL",Cuttack,753003,WATCO Bhubaneswar||Director (Operation) Watco||WATCO Division Cuttack,"O/o-General Manager, WATCO Division, Cuttack","Network Improvement with Installation of Isolation Valve, Air Valve, Sluice Valve, pipe laying, valve chamber for Implementation of Drink from Tap with 24x7 water supply to Zone No-34(750KL) at Badambadi to WNo.36P and 37 CMC,Cuttack under SUJAL","38,97,793",Civil Works - Water Works,,WATCO(W)-11(7)/2022-23 Dt-01.08.2022,2022_WCUTT_80396_1,National Competitive Bid,Works,Nil,Nil,"3,313,514",18-Oct-2022,"INR 3,313,514",NA,Cuttack,Cuttack,Cuttack,,,,,NARASINGHPUR,NARASINGHPUR
